MELI,PDD,ABNB,ASML,WDAY,MRVL,LULU,FTNT,ODFL,KDP,CPRT,MRNA,AZN,KHC,SGEN,BIIB,BKR,CRWD,TTD,CTSH,VRSK,CEG,CSGP,EA,FAST,TEAM,GEHC,GFS,XEL,DDOG,WBD,ALGN,FANG,ANSS,DLTR,ILMN,EBAY,ZS,WBA,ZM,ENPH,SIRI,JD,LCID
0.09855747368442247,0.0011947548065409427,-0.0009032060513280212,-0.0021149380440068644,-0.03913755066281288,-0.03236964386198182,-0.023023053137413596,0.023727918675169324,-0.003412919411683868,0.06661412772460851,0.031521134957885666,0.0026686193970528816,0.013421598452501904,0.09695975742214447,0.01980466547048909,-0.051031997933998374,0.05499846642463957,0.003042023384292749,0.13015869094693455,-0.016397953445985713,-0.06487278914700478,0.006281922410487037,0.02544783276074003,-0.06100040045718913,0.06884243189319494,0.028812727336409938,0.0011197304996652517,0.0017646515220849925,-0.023683674166041335,-0.0014702061543820295,-0.048040031372792,0.004137827773584624,-0.006484218053338653,0.08518674508631108,-0.045000680945404214,0.0428265860597582,-0.01982287941225036,0.002429256390083962,0.028341528837136032,0.0013509119791945147,-0.04023773014592935,-0.018996236534622346,-0.014385274947895654,0.0003547101479154984
0.04632133605279054,0.0011947548065409427,-0.0009032060513280212,0.04639574033096083,-0.026975629782089783,0.05101880900165079,0.016794092527049886,-0.047880965686854626,-0.04797356462632707,-0.10224824690685996,0.06712920894212582,0.0026686193970528816,-0.0033968226785190403,-0.03894122182495685,0.07875447145782855,0.08550952190890582,0.0167120666197067,0.003042023384292749,0.08313232042227325,-0.03791656905322727,0.03353112195008823,0.006281922410487037,0.03526317449472571,-0.0856092408704281,-0.02607794154822729,-0.013464581550156729,0.0011197304996652517,0.0017646515220849925,-0.01603399756300372,-0.0014702061543820295,0.04532749045830997,-0.03752540623008871,-0.03005274613253439,0.0066092461565565586,0.049238932237032795,0.043798911773491045,-0.06018424235391562,0.002429256390083962,0.018887989510444347,0.0013509119791945147,0.05811883309400945,-0.03928002420166732,0.02135811948124977,0.0003547101479154984
-0.04896556649503547,0.0011947548065409427,-0.0009032060513280212,-0.027353467620390592,0.060933401840503554,0.0014845180896816412,0.003706909568705008,0.08760423911024395,0.039683289564430235,0.05142188827251959,0.06423929927310623,0.0026686193970528816,0.08347999435654851,-0.015035912126609152,0.016989178890076895,0.02756123129846777,0.0414853802119749,0.003042023384292749,-0.01364542252190959,0.009368407719240301,-0.10992373905418529,0.006281922410487037,-0.004212148853266706,-0.0274730514658289,0.04038131137042855,-0.02365977016734022,0.0011197304996652517,0.0017646515220849925,0.013562388893810784,-0.0014702061543820295,-0.02942510958567901,-0.010666314297973822,0.06747008473874827,-0.012186366399547732,0.006997936636728541,-0.021285867229857702,0.004026002124509653,0.002429256390083962,-0.028093397958382504,0.0013509119791945147,0.07082891308082973,-0.019648178037533492,0.058471538568425685,0.0003547101479154984
0.03393603679912727,0.0011947548065409427,-0.0009032060513280212,0.033581450998873996,0.0016708511550652672,0.009675015872012471,0.03448477844670661,0.06509561801847985,0.05153222307461236,-0.007425528463432474,-0.0066264558123868555,0.0026686193970528816,0.02749059791202768,0.09249990267784458,-0.01844323966403849,0.033037263143455564,-0.00366226341174114,0.003042023384292749,-0.06372501415085874,-0.0005293592984917384,-0.005002464733759426,0.006281922410487037,0.010745258863219864,-0.028408409705564575,0.021489676757658116,0.055513900959810236,0.0011197304996652517,0.0017646515220849925,-0.008705951853756222,-0.0014702061543820295,-0.033691690445789346,-0.024749084030483592,-0.011419221827430048,-0.09120139416088979,-0.014159080392625367,0.004690686760377427,0.05527388651119114,0.002429256390083962,0.027702982597121117,0.0013509119791945147,0.05754466689269955,-0.024675733239437614,-3.034882067309841e-05,0.0003547101479154984
0.018350651983347954,0.0011947548065409427,-0.0009032060513280212,0.03394139739687374,0.03699076876170959,-0.08734389104588192,-0.017570437238645376,-0.0863474468626253,0.024165560371303352,0.036938322476088414,0.05339893672610874,0.0026686193970528816,0.047405311776156034,0.03714829402218556,-0.008939234906048421,0.025281239896209562,0.016523711536255314,0.003042023384292749,0.07064838777850257,0.012080041304992628,-0.04873429609165281,0.006281922410487037,-0.0361096620844652,0.02822036064225686,0.03729992745943744,-0.00164393073117719,0.0011197304996652517,0.0017646515220849925,-0.020089720219240603,-0.0014702061543820295,0.07515882910463878,-0.0069353732895175435,0.010807190970967717,-0.13734116620448222,0.0270913285232518,-0.006261851742753177,-0.02841927137528799,0.002429256390083962,-0.02093669310746793,0.0013509119791945147,0.2148603814602753,-0.0012649133855191508,-0.0852718132800444,0.0003547101479154984
-0.016437224187616506,0.0011947548065409427,-0.0009032060513280212,0.17283077549442405,0.032360617316819384,0.015481352763257683,-0.007571620648348487,-0.011847950704022225,0.019776296899616908,-0.026895184064554822,0.1098684853185603,0.0026686193970528816,0.004203935071691256,-0.04238751371953908,-0.006152790709679112,0.03120662166213639,-0.0018911665807037625,0.003042023384292749,-0.13835834210466702,0.03484401024895456,-0.029585637809061538,0.006281922410487037,-0.03987887299078163,0.018575538219274712,0.0077661017204240235,-0.01834684659473318,0.0011197304996652517,0.0017646515220849925,-0.030639165256090783,-0.0014702061543820295,0.005600774029928868,-0.0553684238304446,-0.015349875598022367,-0.02930177982284099,0.025905669533038855,0.0038958903141674828,-0.09009212211783213,0.002429256390083962,0.07596176721250358,0.0013509119791945147,-0.029712696303136887,-0.0877925521536228,0.06051733539973714,0.0003547101479154984
-0.026078044967772662,0.0011947548065409427,-0.0009032060513280212,0.0191313002674105,0.028687290554845646,-0.09087629321982249,-0.1487136625303409,0.061471391325968905,0.021644166068965798,0.0013998675061617227,0.04736206035204049,0.0026686193970528816,0.08364646765553663,-0.015426966515205698,-0.025226680600535234,0.029817105129429478,-0.0030642176397999155,0.003042023384292749,-0.04061887672387399,0.05518964649994962,-0.004054535770537493,0.006281922410487037,0.041703727511837485,-0.02173824568603311,0.1024510535219807,-0.026492302633302822,0.0011197304996652517,0.0017646515220849925,-0.0084932534468527,-0.0014702061543820295,-0.033306199431695216,0.10989675937806387,-0.02234211353408877,-0.02317825533193374,0.008022128154405395,-0.009998018890373661,-0.0013229786722306347,0.002429256390083962,-0.0006425750257506024,0.0013509119791945147,-0.013410442103751752,-0.08394229140325615,-0.007293085537123933,0.0003547101479154984
0.06283575407004527,0.0011947548065409427,-0.0009032060513280212,-4.5566001726671246e-05,0.000726230949499973,-0.040231978378839406,-0.025854061323203004,-0.110117710926945,0.052357891861138706,-0.10220300381873604,0.021222405295869162,0.0026686193970528816,0.06959491561275988,0.005326634687127241,0.08092130753285742,0.05218469816113991,0.05818440924364543,0.003042023384292749,-0.03063138042816549,0.04157709331775716,0.09132692457621117,0.006281922410487037,0.03256220401521759,0.009299111299860496,0.003669515859266559,-0.03729931359659189,0.0011197304996652517,0.0017646515220849925,-0.03342219356730758,-0.0014702061543820295,-0.0020013817899290354,-0.08557358441533913,0.09015818987366053,-0.02469664804266236,-0.08878715423070849,-0.014051446599280593,0.10000024798918306,0.002429256390083962,-0.032395064792571815,0.0013509119791945147,-0.09144498124961231,0.008582323934144487,-0.052132966217696364,0.0003547101479154984
-0.07108772750321424,0.0011947548065409427,-0.0009032060513280212,0.021670061441401267,-0.09397340619295236,0.07334400236061456,0.025256401085887448,0.030856648653433072,-0.14016298358751578,0.026221104600310574,0.02097007440329668,0.0026686193970528816,-0.057703445179556834,-0.022154707397421647,0.008486694160418251,-0.012845983082877543,-0.03122568215642374,0.003042023384292749,-0.046388719924700283,-0.1338979713221774,-0.02739542653050764,0.006281922410487037,-0.014680356333779399,0.09025228007189678,-0.011656572890140549,-0.007043549979414032,0.0011197304996652517,0.0017646515220849925,-0.022027876721691708,-0.0014702061543820295,0.05198802587556861,0.08415007452956658,-0.009845225403583235,-0.04488389417779315,0.055675640198176835,0.02485807156610942,0.09857171369626883,0.002429256390083962,0.03439819097138841,0.0013509119791945147,-0.04466590238879031,0.07138743105059642,-0.04209126680861608,0.0003547101479154984
-0.009930530185336184,0.0011947548065409427,-0.0009032060513280212,-0.047579742107229706,-0.0667775586966024,-0.10202696404654243,-0.08603872853376371,-0.07836206348653874,-0.0402285855285498,-0.024182551867448998,-0.011986634125989881,0.0026686193970528816,0.06096138334908452,-0.016976163010393397,-0.04671207134303468,0.0778258801771653,-0.02824098551974652,0.003042023384292749,0.0010661491170860238,-0.00501050072909881,0.0024403980189908747,0.006281922410487037,0.04974812543620677,-0.07437648295987365,0.014679324086973033,0.026961522274892458,0.0011197304996652517,0.0017646515220849925,-0.0353974121098386,-0.0014702061543820295,-0.013679064002048325,-0.07662273068899905,0.0037450558764129394,-0.061008774532594456,-0.004383925331585603,0.01015619452869454,-0.06528410560424969,0.002429256390083962,0.03745296975211165,0.0013509119791945147,-0.06768612440190469,0.01731576122296219,-0.012485293653808238,0.0003547101479154984
